experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage1_sweep_030,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.596,0.985,0.743,0.773,0.83,0.888,0.95,0.723,0.987,0.835,0.794,0.787,0.779,2025-10-28T17:21:01.272470Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,False,0.25,False,repeat,0.0
stage1_sweep_031,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.553,0.999,0.712,0.724,0.79,0.857,0.05,0.711,0.999,0.831,0.781,0.763,0.744,2025-10-28T17:21:02.673076Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,False,0.5,False,repeat,0.0
stage1_sweep_032,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.547,1.0,0.707,0.711,0.779,0.846,0.05,0.709,1.0,0.83,0.775,0.75,0.725,2025-10-28T17:21:03.981024Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,False,0.5,False,repeat,0.0
stage1_sweep_033,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.519,0.977,0.678,0.702,0.783,0.885,0.85,0.702,0.98,0.818,0.774,0.782,0.788,2025-10-28T17:21:05.314992Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,False,0.5,False,repeat,0.0
stage1_sweep_034,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.55,1.0,0.71,0.732,0.8,0.869,0.55,0.714,0.998,0.832,0.788,0.776,0.765,2025-10-28T17:21:06.609521Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,False,0.5,False,repeat,0.0
stage1_sweep_035,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.585,0.975,0.731,0.759,0.82,0.881,1.0,0.711,1.0,0.831,0.784,0.782,0.775,2025-10-28T17:21:07.958882Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,False,0.5,False,repeat,0.0
stage1_sweep_036,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.85,0.561,0.977,0.713,0.738,0.807,0.877,0.85,0.714,0.995,0.832,0.787,0.777,0.766,2025-10-28T17:21:09.270384Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,False,0.5,False,repeat,0.0
stage1_sweep_037,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.6,0.664,0.915,0.77,0.819,0.864,0.91,0.85,0.763,0.945,0.844,0.816,0.821,0.798,2025-10-28T17:21:10.625329Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.0,False,repeat,0.0
stage1_sweep_038,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.827,0.905,0.865,0.982,0.991,0.999,0.05,0.978,1.0,0.989,0.995,0.997,0.999,2025-10-28T17:21:12.235321Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.0,False,repeat,0.0
stage1_sweep_039,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.593,0.996,0.743,0.764,0.821,0.877,0.55,0.725,0.998,0.84,0.798,0.783,0.769,2025-10-28T17:21:13.670926Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.0,False,repeat,0.0
stage1_sweep_040,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.717,0.992,0.833,0.867,0.901,0.934,0.75,0.808,0.952,0.874,0.855,0.866,0.859,2025-10-28T17:21:14.974904Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.0,False,repeat,0.0
stage1_sweep_041,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.609,0.934,0.738,0.826,0.881,0.94,1.0,0.713,0.986,0.828,0.791,0.797,0.792,2025-10-28T17:21:16.307789Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.0,False,repeat,0.0
stage1_sweep_042,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.75,0.56,0.989,0.715,0.735,0.809,0.878,0.7,0.717,0.992,0.832,0.788,0.78,0.773,2025-10-28T17:21:17.641855Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.0,False,repeat,0.0
stage1_sweep_043,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.674,0.821,0.74,0.866,0.867,0.932,0.05,0.806,0.879,0.841,0.844,0.86,0.844,2025-10-28T17:21:18.967290Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.25,False,repeat,0.0
stage1_sweep_044,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.81,0.989,0.89,0.923,0.946,0.967,0.6,0.913,0.999,0.954,0.948,0.943,0.938,2025-10-28T17:21:20.473301Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.25,False,repeat,0.0
stage1_sweep_045,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.597,0.927,0.727,0.766,0.824,0.884,1.0,0.73,0.99,0.84,0.798,0.793,0.783,2025-10-28T17:21:21.770883Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage1_sweep_046,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.573,0.984,0.724,0.759,0.822,0.887,0.05,0.721,0.988,0.833,0.793,0.787,0.779,2025-10-28T17:21:23.108420Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage1_sweep_047,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.698,0.964,0.809,0.84,0.878,0.914,0.9,0.781,0.989,0.872,0.842,0.83,0.814,2025-10-28T17:21:24.486377Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.25,False,repeat,0.0
stage1_sweep_048,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.626,0.983,0.765,0.796,0.847,0.898,0.55,0.749,0.996,0.855,0.821,0.811,0.802,2025-10-28T17:21:25.874473Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.25,False,repeat,0.0
stage1_sweep_049,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.552,0.963,0.702,0.751,0.819,0.893,1.0,0.706,0.983,0.822,0.778,0.766,0.754,2025-10-28T17:21:27.208417Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.5,False,repeat,0.0
stage1_sweep_050,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.541,0.999,0.702,0.713,0.784,0.854,0.05,0.708,1.0,0.829,0.781,0.766,0.751,2025-10-28T17:21:28.514214Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,False,0.5,False,repeat,0.0
stage1_sweep_051,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.85,0.607,0.969,0.747,0.781,0.832,0.887,1.0,0.727,0.985,0.836,0.796,0.786,0.768,2025-10-28T17:21:30.259576Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.5,False,repeat,0.0
stage1_sweep_052,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.6,0.545,0.99,0.703,0.72,0.789,0.86,0.7,0.712,0.997,0.831,0.785,0.772,0.761,2025-10-28T17:21:31.623839Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.5,False,repeat,0.0
stage1_sweep_053,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.613,0.957,0.747,0.785,0.841,0.897,1.0,0.728,0.995,0.841,0.799,0.797,0.787,2025-10-28T17:21:33.605442Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.5,False,repeat,0.0
stage1_sweep_054,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.677,0.984,0.802,0.839,0.88,0.921,0.65,0.773,0.978,0.863,0.836,0.833,0.821,2025-10-28T17:21:35.854292Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,False,0.5,False,repeat,0.0
stage1_sweep_055,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.587,0.937,0.722,0.761,0.828,0.899,0.7,0.768,0.964,0.855,0.828,0.835,0.832,2025-10-28T17:21:38.156927Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_056,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.59,0.98,0.736,0.77,0.848,0.911,1.0,0.714,0.986,0.828,0.795,0.825,0.83,2025-10-28T17:21:40.006312Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_057,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.66,0.92,0.769,0.822,0.871,0.92,0.95,0.756,0.961,0.846,0.817,0.827,0.822,2025-10-28T17:21:41.814081Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_058,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.641,0.983,0.776,0.811,0.859,0.907,0.05,0.743,0.967,0.84,0.806,0.803,0.792,2025-10-28T17:21:43.807361Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_059,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.625,0.949,0.754,0.794,0.851,0.906,0.55,0.756,0.962,0.847,0.816,0.82,0.816,2025-10-28T17:21:45.928896Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_060,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.656,0.979,0.786,0.814,0.86,0.904,0.95,0.765,0.986,0.862,0.826,0.816,0.802,2025-10-28T17:21:47.502132Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.0,False,repeat,0.0
stage1_sweep_061,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.59,1.0,0.742,0.764,0.821,0.878,0.05,0.723,1.0,0.839,0.793,0.775,0.757,2025-10-28T17:21:48.790754Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_062,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.557,0.991,0.714,0.731,0.797,0.864,0.05,0.712,0.999,0.832,0.787,0.775,0.763,2025-10-28T17:21:50.255054Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_063,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.586,0.986,0.735,0.769,0.829,0.89,0.05,0.722,0.996,0.837,0.796,0.785,0.775,2025-10-28T17:21:51.590575Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_064,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.571,0.999,0.727,0.752,0.815,0.878,0.05,0.719,0.999,0.836,0.794,0.782,0.77,2025-10-28T17:21:52.938042Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_065,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.9,0.634,0.972,0.767,0.802,0.852,0.902,0.6,0.733,0.987,0.842,0.805,0.8,0.79,2025-10-28T17:21:54.550486Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_066,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.65,0.621,0.982,0.761,0.796,0.851,0.905,0.55,0.743,0.986,0.847,0.813,0.808,0.801,2025-10-28T17:21:56.019294Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.25,False,repeat,0.0
stage1_sweep_067,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.541,1.0,0.702,0.696,0.763,0.83,0.05,0.706,1.0,0.828,0.77,0.742,0.715,2025-10-28T17:21:57.425531Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_068,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.8,0.574,0.967,0.72,0.75,0.815,0.882,0.95,0.718,0.995,0.834,0.791,0.779,0.771,2025-10-28T17:21:58.906741Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_069,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.689,0.93,0.792,0.838,0.883,0.926,1.0,0.725,0.997,0.84,0.799,0.806,0.8,2025-10-28T17:22:00.266935Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_070,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.567,0.99,0.721,0.744,0.809,0.873,0.8,0.713,0.999,0.832,0.789,0.781,0.771,2025-10-28T17:22:01.725345Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_071,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.55,0.583,0.978,0.73,0.755,0.816,0.879,0.05,0.715,0.992,0.831,0.789,0.781,0.773,2025-10-28T17:22:03.283960Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.5,False,repeat,0.0
stage1_sweep_072,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.593,0.996,0.743,0.765,0.822,0.879,0.55,0.727,0.997,0.841,0.8,0.787,0.774,2025-10-28T17:22:04.592795Z,5943cb74961e6827767f18c07882f859d9356d4c,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,False,0.5,False,repeat,0.0
stage2_sweep_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.609,0.987,0.753,0.786,0.841,0.896,0.85,0.727,0.995,0.84,0.801,0.792,0.784,2025-10-28T17:22:05.975395Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_002,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456.0,0.05,0.537,0.998,0.698,0.708,0.78,0.851,0.05,0.71,0.999,0.83,0.782,0.767,0.751,2025-10-28T17:22:07.374027Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_003,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789.0,0.85,0.551,0.964,0.702,0.727,0.821,0.907,0.95,0.702,0.993,0.823,0.774,0.778,0.792,2025-10-28T17:22:08.790063Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_004,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.604,0.962,0.742,0.778,0.843,0.926,0.95,0.725,0.976,0.832,0.792,0.805,0.821,2025-10-28T17:22:10.300809Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_005,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456.0,0.7,0.534,0.977,0.691,0.708,0.791,0.875,0.55,0.71,0.983,0.824,0.778,0.772,0.764,2025-10-28T17:22:12.090702Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_006,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789.0,0.7,0.557,0.967,0.707,0.743,0.819,0.891,0.6,0.727,0.981,0.835,0.795,0.792,0.787,2025-10-28T17:22:13.432924Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0
stage2_sweep_007,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.791,0.976,0.874,0.91,0.938,0.961,0.9,0.801,0.996,0.888,0.865,0.866,0.859,2025-10-28T17:22:14.836357Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
stage2_sweep_008,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456.0,0.05,0.593,0.973,0.737,0.772,0.831,0.892,0.05,0.73,0.994,0.842,0.804,0.794,0.785,2025-10-28T17:22:16.319750Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
stage2_sweep_009,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789.0,0.05,0.541,1.0,0.702,0.72,0.791,0.862,0.05,0.703,0.999,0.825,0.775,0.76,0.745,2025-10-28T17:22:17.698580Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
stage2_sweep_010,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.9,0.649,0.944,0.769,0.812,0.874,0.925,0.65,0.769,0.936,0.844,0.818,0.832,0.83,2025-10-28T17:22:19.229778Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
stage2_sweep_011,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456.0,0.7,0.622,0.901,0.736,0.787,0.853,0.919,0.8,0.747,0.953,0.838,0.805,0.833,0.841,2025-10-28T17:22:20.707566Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
stage2_sweep_012,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789.0,0.9,0.717,0.846,0.776,0.84,0.912,0.957,0.9,0.772,0.946,0.85,0.824,0.873,0.879,2025-10-28T17:22:22.124446Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,True,2.0,0.25,0.0005,512.0,True,0.25,False,repeat,0.0
